# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	182.395653
0.200000	0.040000	363.102608
0.300000	0.090000	540.452591
0.400000	0.160000	712.817891
0.500000	0.250000	878.630956
0.600000	0.360000	1036.403167
0.700000	0.490000	1184.742540
0.800000	0.640000	1322.370122
0.900000	0.810000	1448.134854
1.000000	1.000000	1561.026712
1.100000	1.210000	1660.187944
1.200000	1.440000	1744.922269
1.300000	1.690000	1814.701913
1.400000	1.960000	1869.172402
1.500000	2.250000	1908.155067
1.600000	2.560000	1931.647216
1.700000	2.890000	1939.820027
1.800000	3.240000	1933.014163
1.900000	3.610000	1911.733225
2.000000	4.000000	1876.635126
2.100000	4.410000	1828.521532
2.200000	4.840000	1768.325539
2.300000	5.290000	1697.097756
2.400000	5.760000	1615.991027
2.500000	6.250000	1526.243992
2.600000	6.760000	1429.163746
2.700000	7.290000	1326.107847
2.800000	7.840000	1218.465914
2.900000	8.410000	1107.641101
3.000000	9.000000	995.031691
3.100000	9.610000	882.013068
3.200000	10.240000	769.920325
3.300000	10.890000	660.031733
3.400000	11.560000	553.553301
3.500000	12.250000	451.604618
3.600000	12.960000	355.206174
3.700000	13.690000	265.268299
3.800000	14.440000	182.581873
3.900000	15.210000	107.810890
4.000000	16.000000	41.486965
4.100000	16.810000	-15.994173
4.200000	17.640000	-64.374188
4.300000	18.490000	-103.531655
4.400000	19.360000	-133.479637
4.500000	20.250000	-154.361382
4.600000	21.160000	-166.444256
4.700000	22.090000	-170.112009
4.800000	23.040000	-165.855547
4.900000	24.010000	-154.262357
5.000000	25.000000	-136.004775
5.100000	26.010000	-111.827298
5.200000	27.040000	-82.533141
5.300000	28.090000	-48.970265
5.400000	29.160000	-12.017090
5.500000	30.250000	27.431877
5.600000	31.360000	68.480291
5.700000	32.490000	110.243864
5.800000	33.640000	151.863722
5.900000	34.810000	192.519008
6.000000	36.000000	231.438574
6.100000	37.210000	267.911589
6.200000	38.440000	301.296923
6.300000	39.690000	331.031194
6.400000	40.960000	356.635378
6.500000	42.250000	377.719909
6.600000	43.560000	393.988223
6.700000	44.890000	405.238728
6.800000	46.240000	411.365197
6.900000	47.610000	412.355619
7.000000	49.000000	408.289561
7.100000	50.410000	399.334105
7.200000	51.840000	385.738475
7.300000	53.290000	367.827449
7.400000	54.760000	345.993711
7.500000	56.250000	320.689268
7.600000	57.760000	292.416110
7.700000	59.290000	261.716271
7.800000	60.840000	229.161471
7.900000	62.410000	195.342515
8.000000	64.000000	160.858631
8.100000	65.610000	126.306922
8.200000	67.240000	92.272109
8.300000	68.890000	59.316710
8.400000	70.560000	27.971845
8.500000	72.250000	-1.271238
8.600000	73.960000	-27.968755
8.700000	75.690000	-51.730999
8.800000	77.440000	-72.227892
8.900000	79.210000	-89.193394
9.000000	81.000000	-102.428716
9.100000	82.810000	-111.804321
9.200000	84.640000	-117.260691
9.300000	86.490000	-118.807873
9.400000	88.360000	-116.523843
9.500000	90.250000	-110.551733
9.600000	92.160000	-101.095992
9.700000	94.090000	-88.417566
9.800000	96.040000	-72.828198
9.900000	98.010000	-54.683966
10.000000	100.000000	-34.378180
10.100000	102.010000	-12.333769
10.200000	104.040000	11.004696
10.300000	106.090000	35.179198
10.400000	108.160000	59.726556
10.500000	110.250000	84.186638
10.600000	112.360000	108.110363
10.700000	114.490000	131.067368
10.800000	116.640000	152.653208
10.900000	118.810000	172.495971
11.000000	121.000000	190.262206
11.100000	123.210000	205.662073
11.200000	125.440000	218.453641
11.300000	127.690000	228.446270
11.400000	129.960000	235.503038
11.500000	132.250000	239.542183
11.600000	134.560000	240.537553
11.700000	136.890000	238.518079
11.800000	139.240000	233.566279
11.900000	141.610000	225.815856
12.000000	144.000000	215.448436
12.100000	146.410000	202.689509
12.200000	148.840000	187.803677
12.300000	151.290000	171.089283
12.400000	153.760000	152.872537
12.500000	156.250000	133.501246
12.600000	158.760000	113.338259
12.700000	161.290000	92.754762
12.800000	163.840000	72.123521
12.900000	166.410000	51.812210
13.000000	169.000000	32.176935
13.100000	171.610000	13.556054
13.200000	174.240000	-3.735579
13.300000	176.890000	-19.411875
13.400000	179.560000	-33.220181
13.500000	182.250000	-44.945279
13.600000	184.960000	-54.412672
13.700000	187.690000	-61.491086
13.800000	190.440000	-66.094177
13.900000	193.210000	-68.181410
14.000000	196.000000	-67.758105
14.100000	198.810000	-64.874680
14.200000	201.640000	-59.625088
14.300000	204.490000	-52.144509
14.400000	207.360000	-42.606337
14.500000	210.250000	-31.218531
14.600000	213.160000	-18.219401
14.700000	216.090000	-3.872902
14.800000	219.040000	11.536450
14.900000	222.010000	27.708971
15.000000	225.000000	44.335397
15.100000	228.010000	61.102564
15.200000	231.040000	77.699084
15.300000	234.090000	93.820919
15.400000	237.160000	109.176740
15.500000	240.250000	123.492995
15.600000	243.360000	136.518593
15.700000	246.490000	148.029123
15.800000	249.640000	157.830544
15.900000	252.810000	165.762276
16.000000	256.000000	171.699668
16.100000	259.210000	175.555776
16.200000	262.440000	177.282448
16.300000	265.690000	176.870706
16.400000	268.960000	174.350414
16.500000	272.250000	169.789253
16.600000	275.560000	163.291037
16.700000	278.890000	154.993393
16.800000	282.240000	145.064871
16.900000	285.610000	133.701523
17.000000	289.000000	121.123039
17.100000	292.410000	107.568498
17.200000	295.840000	93.291824
17.300000	299.290000	78.557026
17.400000	302.760000	63.633314
17.500000	306.250000	48.790178
17.600000	309.760000	34.292518
17.700000	313.290000	20.395910
17.800000	316.840000	7.342100
17.900000	320.410000	-4.645209
18.000000	324.000000	-15.364194
18.100000	327.610000	-24.638317
18.200000	331.240000	-32.319226
18.300000	334.890000	-38.289134
18.400000	338.560000	-42.462601
18.500000	342.250000	-44.787732
18.600000	345.960000	-45.246745
18.700000	349.690000	-43.855928
18.800000	353.440000	-40.664969
18.900000	357.210000	-35.755707
19.000000	361.000000	-29.240306
19.100000	364.810000	-21.258902
19.200000	368.640000	-11.976775
19.300000	372.490000	-1.581092
19.400000	376.360000	9.722708
19.500000	380.250000	21.714823
19.600000	384.160000	34.165217
19.700000	388.090000	46.837891
19.800000	392.040000	59.495215
19.900000	396.010000	71.902255
20.000000	400.000000	83.830997
20.100000	404.010000	95.064413
20.200000	408.040000	105.400282
20.300000	412.090000	114.654712
20.400000	416.160000	122.665288
20.500000	420.250000	129.293813
20.600000	424.360000	134.428573
20.700000	428.490000	137.986109
20.800000	432.640000	139.912460
20.900000	436.810000	140.183856
21.000000	441.000000	138.806871
21.100000	445.210000	135.818007
21.200000	449.440000	131.282759
21.300000	453.690000	125.294155
21.400000	457.960000	117.970810
21.500000	462.250000	109.454542
21.600000	466.560000	99.907584
21.700000	470.890000	89.509453
21.800000	475.240000	78.453541
21.900000	479.610000	66.943474
22.000000	484.000000	55.189329
22.100000	488.410000	43.403763
22.200000	492.840000	31.798131
22.300000	497.290000	20.578659
22.400000	501.760000	9.942751
22.500000	506.250000	0.075479
22.600000	510.760000	-8.853670
22.700000	515.290000	-16.693730
22.800000	519.840000	-23.314843
22.900000	524.410000	-28.610432
23.000000	529.000000	-32.498939
23.100000	533.610000	-34.925090
23.200000	538.240000	-35.860680
23.300000	542.890000	-35.304856
23.400000	547.560000	-33.283900
23.500000	552.250000	-29.850530
23.600000	556.960000	-25.082721
23.700000	561.690000	-19.082078
23.800000	566.440000	-11.971798
23.900000	571.210000	-3.894253
24.000000	576.000000	4.991749
24.100000	580.810000	14.513988
24.200000	585.640000	24.490067
24.300000	590.490000	34.730806
24.400000	595.360000	45.043741
24.500000	600.250000	55.236640
24.600000	605.160000	65.121002
24.700000	610.090000	74.515451
24.800000	615.040000	83.248976
24.900000	620.010000	91.163963
25.000000	625.000000	98.118954
25.100000	630.010000	103.991093
25.200000	635.040000	108.678222
25.300000	640.090000	112.100575
25.400000	645.160000	114.202062
25.500000	650.250000	114.951108
25.600000	655.360000	114.341046
25.700000	660.490000	112.390049
25.800000	665.640000	109.140615
25.900000	670.810000	104.658614
26.000000	676.000000	99.031921
26.100000	681.210000	92.368652
26.200000	686.440000	84.795053
26.300000	691.690000	76.453070
26.400000	696.960000	67.497657
26.500000	702.250000	58.093862
26.600000	707.560000	48.413751
26.700000	712.890000	38.633233
26.800000	718.240000	28.928830
26.900000	723.610000	19.474461
27.000000	729.000000	10.438300
27.100000	734.410000	1.979757
27.200000	739.840000	-5.753364
27.300000	745.290000	-12.627470
27.400000	750.760000	-18.525513
27.500000	756.250000	-23.349000
27.600000	761.760000	-27.019667
27.700000	767.290000	-29.480755
27.800000	772.840000	-30.697904
27.900000	778.410000	-30.659622
28.000000	784.000000	-29.377344
28.100000	789.610000	-26.885065
28.200000	795.240000	-23.238577
28.300000	800.890000	-18.514308
28.400000	806.560000	-12.807791
28.500000	812.250000	-6.231806
28.600000	817.960000	1.085788
28.700000	823.690000	9.004477
28.800000	829.440000	17.373729
28.900000	835.210000	26.035797
29.000000	841.000000	34.828639
29.100000	846.810000	43.588889
29.200000	852.640000	52.154837
29.300000	858.490000	60.369363
29.400000	864.360000	68.082764
29.500000	870.250000	75.155431
29.600000	876.160000	81.460324
29.700000	882.090000	86.885205
29.800000	888.040000	91.334584
29.900000	894.010000	94.731356
30.000000	900.000000	97.018085
30.100000	906.010000	98.157929
30.200000	912.040000	98.135182
30.300000	918.090000	96.955432
30.400000	924.160000	94.645322
30.500000	930.250000	91.251946
30.600000	936.360000	86.841860
30.700000	942.490000	81.499755
30.800000	948.640000	75.326808
30.900000	954.810000	68.438741
31.000000	961.000000	60.963626
31.100000	967.210000	53.039485
31.200000	973.440000	44.811716
31.300000	979.690000	36.430404
31.400000	985.960000	28.047565
31.500000	992.250000	19.814366
31.600000	998.560000	11.878380
31.700000	1004.890000	4.380921
31.800000	1011.240000	-2.545487
31.900000	1017.610000	-8.779475
32.000000	1024.000000	-14.212970
32.100000	1030.410000	-18.753085
32.200000	1036.840000	-22.323724
32.300000	1043.290000	-24.866866
32.400000	1049.760000	-26.343522
32.500000	1056.250000	-26.734333
32.600000	1062.760000	-26.039812
32.700000	1069.290000	-24.280220
32.800000	1075.840000	-21.495089
32.900000	1082.410000	-17.742393
33.000000	1089.000000	-13.097388
33.100000	1095.610000	-7.651146
33.200000	1102.240000	-1.508810
33.300000	1108.890000	5.212395
33.400000	1115.560000	12.385369
33.500000	1122.250000	19.875499
33.600000	1128.960000	27.543152
33.700000	1135.690000	35.246247
33.800000	1142.440000	42.842849
33.900000	1149.210000	50.193760
34.000000	1156.000000	57.165028
34.100000	1162.810000	63.630364
34.200000	1169.640000	69.473400
34.300000	1176.490000	74.589748
34.400000	1183.360000	78.888845
34.500000	1190.250000	82.295519
34.600000	1197.160000	84.751284
34.700000	1204.090000	86.215310
34.800000	1211.040000	86.665077
34.900000	1218.010000	86.096689
35.000000	1225.000000	84.524846
35.100000	1232.010000	81.982478
35.200000	1239.040000	78.520056
35.300000	1246.090000	74.204576
35.400000	1253.160000	69.118260
35.500000	1260.250000	63.356976
35.600000	1267.360000	57.028425
35.700000	1274.490000	50.250118
35.800000	1281.640000	43.147192
35.900000	1288.810000	35.850085
36.000000	1296.000000	28.492139
36.100000	1303.210000	21.207160
36.200000	1310.440000	14.126975
36.300000	1317.690000	7.379042
36.400000	1324.960000	1.084155
36.500000	1332.250000	-4.645725
36.600000	1339.560000	-9.709462
36.700000	1346.890000	-14.018538
36.800000	1354.240000	-17.498596
36.900000	1361.610000	-20.090727
37.000000	1369.000000	-21.752469
37.100000	1376.410000	-22.458496
37.200000	1383.840000	-22.200997
37.300000	1391.290000	-20.989735
37.400000	1398.760000	-18.851780
37.500000	1406.250000	-15.830937
37.600000	1413.760000	-11.986865
37.700000	1421.290000	-7.393915
37.800000	1428.840000	-2.139709
37.900000	1436.410000	3.676524
38.000000	1444.000000	9.945806
38.100000	1451.610000	16.551442
38.200000	1459.240000	23.371179
38.300000	1466.890000	30.279463
38.400000	1474.560000	37.149735
38.500000	1482.250000	43.856745
38.600000	1489.960000	50.278823
38.700000	1497.690000	56.300078
38.800000	1505.440000	61.812485
38.900000	1513.210000	66.717810
39.000000	1521.000000	70.929359
39.100000	1528.810000	74.373500
39.200000	1536.640000	76.990943
39.300000	1544.490000	78.737758
39.400000	1552.360000	79.586101
39.500000	1560.250000	79.524651
39.600000	1568.160000	78.558736
39.700000	1576.090000	76.710168
39.800000	1584.040000	74.016765
39.900000	1592.010000	70.531594
40.000000	1600.000000	66.321934
40.100000	1608.010000	61.467990
40.200000	1616.040000	56.061373
40.300000	1624.090000	50.203380
40.400000	1632.160000	44.003108
40.500000	1640.250000	37.575435
40.600000	1648.360000	31.038897
40.700000	1656.490000	24.513520
40.800000	1664.640000	18.118621
40.900000	1672.810000	11.970645
41.000000	1681.000000	6.181050
41.100000	1689.210000	0.854307
41.200000	1697.440000	-3.913979
41.300000	1705.690000	-8.038770
41.400000	1713.960000	-11.447093
41.500000	1722.250000	-14.079326
41.600000	1730.560000	-15.890218
41.700000	1738.890000	-16.849656
41.800000	1747.240000	-16.943150
41.900000	1755.610000	-16.172027
42.000000	1764.000000	-14.553342
42.100000	1772.410000	-12.119500
42.200000	1780.840000	-8.917604
42.300000	1789.290000	-5.008532
42.400000	1797.760000	-0.465773
42.500000	1806.250000	4.625964
42.600000	1814.760000	10.172339
42.700000	1823.290000	16.071138
42.800000	1831.840000	22.214168
42.900000	1840.410000	28.489249
43.000000	1849.000000	34.782275
43.100000	1857.610000	40.979298
43.200000	1866.240000	46.968598
43.300000	1874.890000	52.642715
43.400000	1883.560000	57.900377
43.500000	1892.250000	62.648329
43.600000	1900.960000	66.802985
43.700000	1909.690000	70.291920
43.800000	1918.440000	73.055134
43.900000	1927.210000	75.046099
44.000000	1936.000000	76.232543
44.100000	1944.810000	76.596986
44.200000	1953.640000	76.136990
44.300000	1962.490000	74.865145
44.400000	1971.360000	72.808775
44.500000	1980.250000	70.009381
44.600000	1989.160000	66.521826
44.700000	1998.090000	62.413280
44.800000	2007.040000	57.761946
44.900000	2016.010000	52.655588
45.000000	2025.000000	47.189896
45.100000	2034.010000	41.466707
45.200000	2043.040000	35.592125
45.300000	2052.090000	29.674568
45.400000	2061.160000	23.822787
45.500000	2070.250000	18.143877
45.600000	2079.360000	12.741333
45.700000	2088.490000	7.713179
45.800000	2097.640000	3.150201
45.900000	2106.810000	-0.865681
46.000000	2116.000000	-4.262867
46.100000	2125.210000	-6.981349
46.200000	2134.440000	-8.973753
46.300000	2143.690000	-10.206160
46.400000	2152.960000	-10.658667
46.500000	2162.250000	-10.325700
46.600000	2171.560000	-9.216057
46.700000	2180.890000	-7.352695
46.800000	2190.240000	-4.772256
46.900000	2199.610000	-1.524347
47.000000	2209.000000	2.329415
47.100000	2218.410000	6.716571
47.200000	2227.840000	11.555182
47.300000	2237.290000	16.755362
47.400000	2246.760000	22.220942
47.500000	2256.250000	27.851254
47.600000	2265.760000	33.542978
47.700000	2275.290000	39.192041
47.800000	2284.840000	44.695513
47.900000	2294.410000	49.953485
48.000000	2304.000000	54.870878
48.100000	2313.610000	59.359158
48.200000	2323.240000	63.337929
48.300000	2332.890000	66.736369
48.400000	2342.560000	69.494487
48.500000	2352.250000	71.564176
48.600000	2361.960000	72.910050
48.700000	2371.690000	73.510041
48.800000	2381.440000	73.355755
48.900000	2391.210000	72.452572
49.000000	2401.000000	70.819505
49.100000	2410.810000	68.488795
49.200000	2420.640000	65.505282
49.300000	2430.490000	61.925539
49.400000	2440.360000	57.816798
49.500000	2450.250000	53.255684
49.600000	2460.160000	48.326784
49.700000	2470.090000	43.121074
49.800000	2480.040000	37.734238
49.900000	2490.010000	32.264901
50.000000	2500.000000	26.812822
