#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 25 86.507635 51.777485 2680.907963 86.240664 nan nan 0 0 0
2 26 84.702210 52.157456 2720.400240 84.379211 nan nan 0 0 0
3 27 82.428440 51.931778 2696.909577 82.153890 nan nan 0 0 0
4 28 79.495273 51.364115 2638.272273 79.435585 nan nan 0 0 0
5 29 77.568812 51.290939 2630.760403 77.481137 nan nan 0 0 0
6 30 74.892933 50.798990 2580.537426 75.018305 nan nan 0 0 0
7 31 70.419325 48.942577 2395.375843 71.243845 nan nan 0 0 0
8 32 66.306668 47.402001 2246.949666 67.641997 nan nan 0 0 0
9 33 63.518359 46.719037 2182.668388 65.024596 nan nan 0 0 0
10 34 59.733551 45.953170 2111.693793 61.653155 nan nan 0 0 0
11 35 57.539660 44.655903 1994.149686 59.630056 nan nan 0 0 0
12 36 51.729702 41.994755 1763.559437 54.677196 nan nan 0 0 0
13 37 50.127196 40.814530 1665.825839 53.113993 nan nan 0 0 0
14 38 45.691971 38.223682 1461.049872 49.003744 nan nan 0 0 0
15 39 43.129393 36.033309 1298.399390 46.811214 nan nan 0 0 0
16 40 39.368130 32.042498 1026.721701 43.365951 nan nan 0 0 0
17 41 35.445996 29.209103 853.171699 39.762101 nan nan 0 0 0
18 42 33.330524 25.637955 657.304745 37.340600 nan nan 0 0 0
19 43 31.667104 24.287532 589.884225 35.658304 nan nan 0 0 0
20 44 32.582772 23.835034 568.108858 36.426563 nan nan 0 0 0
21 45 30.050674 22.221940 493.814610 33.881226 nan nan 0 0 0
22 46 29.681164 21.255747 451.806760 33.377279 nan nan 0 0 0
23 47 27.682975 19.919551 396.788503 31.260701 nan nan 0 0 0
24 48 27.529474 20.649377 426.396778 31.288942 nan nan 0 0 0
25 49 26.084245 18.219895 331.964579 29.441090 nan nan 0 0 0
26 50 25.008508 17.626611 310.697404 28.304500 nan nan 0 0 0
