#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 8 84.940884 51.863987 2689.873156 83.308471 nan nan 0 0 0
2 9 81.017547 52.002520 2704.262076 79.010706 nan nan 0 0 0
3 10 77.357678 51.690664 2671.924710 75.145937 nan nan 0 0 0
4 11 73.681314 51.151139 2616.439050 71.437812 nan nan 0 0 0
5 12 70.215207 50.548122 2555.112636 68.009604 nan nan 0 0 0
6 13 66.854190 49.822534 2482.284887 64.762189 nan nan 0 0 0
7 14 63.690822 49.047378 2405.645301 61.739365 nan nan 0 0 0
8 15 60.672511 48.188366 2322.118571 58.892375 nan nan 0 0 0
9 16 57.833317 47.295083 2236.824858 56.231074 nan nan 0 0 0
10 17 55.207613 46.410943 2153.975658 53.771974 6.803143 46.282750 0 0 0
11 18 52.664875 45.415511 2062.568599 51.421136 12.533128 157.079305 0 0 0
12 19 50.430705 44.577700 1987.171355 49.321913 15.652963 245.015251 0 0 0
13 20 48.307337 43.700534 1909.736689 47.340116 17.655566 311.719014 0 0 0
14 21 46.276253 42.751179 1827.663341 45.460250 18.984951 360.428354 0 0 0
15 22 44.460124 41.932412 1758.327182 43.755351 19.993732 399.749316 0 0 0
16 23 42.825547 41.211812 1698.413409 42.205503 20.781573 431.873771 0 0 0
17 24 41.315790 40.532518 1642.885043 40.766799 21.381027 457.148310 0 0 0
18 25 39.643261 39.467337 1557.670665 39.252704 21.583308 465.839182 0 0 0
19 26 37.285886 37.265767 1388.737369 37.277804 20.931391 438.123116 0 0 0
20 27 34.781890 34.604818 1197.493426 35.189220 19.819485 392.811967 0 0 0
21 28 32.615139 32.322367 1044.735408 33.303743 18.759033 351.901337 0 0 0
22 29 30.668909 30.160890 909.679297 31.586694 17.691090 312.974663 0 0 0
23 30 28.715028 27.911706 779.063313 29.837445 16.441708 270.329766 0 0 0
24 31 27.131837 26.084021 680.376171 28.386702 15.405887 237.341344 0 0 0
25 32 25.717155 24.318360 591.382624 27.064815 14.342539 205.708432 0 0 0
26 33 24.337173 22.755366 517.806705 25.769524 13.395485 179.439011 0 0 0
27 34 23.365662 21.369701 456.664130 24.807876 12.490123 156.003165 0 0 0
28 35 22.206672 20.120181 404.821700 23.658945 11.598707 134.530008 0 0 0
29 36 21.441125 19.100582 364.832219 22.873761 10.894318 118.686159 0 0 0
30 37 20.564863 18.143514 329.187098 21.981604 10.192748 103.892109 0 0 0
31 38 20.117107 17.447280 304.407576 21.499825 9.780615 95.660423 0 0 0
32 39 19.237589 16.682155 278.294285 20.604201 9.223180 85.067043 0 0 0
33 40 18.829629 16.071196 258.283356 20.148227 8.851636 78.351451 0 0 0
34 41 18.380032 15.317431 234.623690 19.653939 8.215524 67.494836 0 0 0
35 42 18.262665 14.917504 222.531924 19.484703 8.078027 65.254526 0 0 0
36 43 17.540266 14.176058 200.960623 18.717159 7.408331 54.883364 0 0 0
37 44 16.950383 13.752783 189.139043 18.112921 7.160019 51.265879 0 0 0
38 45 16.629341 13.316991 177.342247 17.760720 6.864033 47.114953 0 0 0
39 46 16.736559 13.188003 173.923434 17.823800 7.045131 49.633878 0 0 0
40 47 15.816446 12.554771 157.622287 16.951850 6.283015 39.476284 0 0 0
41 48 15.672791 12.576559 158.169828 16.797545 6.646065 44.170184 0 0 0
42 49 17.167538 12.511493 156.537450 18.069294 7.068275 49.960508 0 0 0
43 50 17.024431 12.392232 153.567425 17.901665 7.173718 51.462227 0 0 0
