#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 27 87.618740 51.821754 2685.494205 87.241315 nan nan 0 0 0
2 28 85.017936 51.929642 2696.687703 84.734797 nan nan 0 0 0
3 29 81.849084 51.509521 2653.230731 81.811072 nan nan 0 0 0
4 30 79.926682 51.592664 2661.802972 79.865105 nan nan 0 0 0
5 31 77.231422 51.059883 2607.111602 77.393721 nan nan 0 0 0
6 32 72.234269 49.213384 2421.957186 73.179909 nan nan 0 0 0
7 33 68.036539 47.894988 2293.929895 69.495057 nan nan 0 0 0
8 34 64.490345 47.399686 2246.730262 66.280988 nan nan 0 0 0
9 35 62.469617 46.751144 2185.669492 64.317818 nan nan 0 0 0
10 36 57.454556 44.965815 2021.924514 60.017059 nan nan 0 0 0
11 37 54.874193 43.099303 1857.549914 57.709873 nan nan 0 0 0
12 38 49.248930 40.764052 1661.707911 52.708955 nan nan 0 0 0
13 39 47.990488 39.881555 1590.538445 51.508772 nan nan 0 0 0
14 40 43.827668 35.904445 1289.129197 47.751098 nan nan 0 0 0
15 41 39.668542 32.682907 1068.172405 44.065449 nan nan 0 0 0
16 42 35.537483 28.199314 795.201310 39.895065 nan nan 0 0 0
17 43 33.208101 26.539670 704.354102 37.694311 nan nan 0 0 0
18 44 34.513006 25.424120 646.385897 38.673140 nan nan 0 0 0
19 45 31.843907 23.544895 554.362084 35.967076 nan nan 0 0 0
20 46 31.303302 22.269657 495.937604 35.245254 nan nan 0 0 0
21 47 28.947107 20.881940 436.055436 32.809177 nan nan 0 0 0
22 48 29.305106 21.641807 468.367810 33.303147 nan nan 0 0 0
23 49 26.950394 18.796888 353.322997 30.548706 nan nan 0 0 0
24 50 25.774727 18.220222 331.976475 29.334774 nan nan 0 0 0
