#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 28 85.742892 51.723283 2675.297955 85.675794 nan nan 0 0 0
2 29 83.047422 51.967765 2700.648633 83.173262 nan nan 0 0 0
3 30 80.319192 51.697370 2672.618054 80.639697 nan nan 0 0 0
4 31 77.472713 51.298870 2631.574042 78.017753 nan nan 0 0 0
5 32 74.969397 51.004964 2601.506338 75.663696 nan nan 0 0 0
6 33 72.988062 50.799383 2580.577263 73.747959 nan nan 0 0 0
7 34 70.794570 50.548526 2555.153511 71.693410 nan nan 0 0 0
8 35 67.941513 49.312602 2431.732735 69.190169 nan nan 0 0 0
9 36 62.186457 46.382572 2151.342947 64.426410 nan nan 0 0 0
10 37 56.699995 43.274657 1872.695964 59.775312 nan nan 0 0 0
11 38 51.214007 40.255893 1620.536944 54.938430 nan nan 0 0 0
12 39 48.340926 37.350875 1395.087871 52.251370 nan nan 0 0 0
13 40 43.731741 33.803780 1142.695557 47.964057 nan nan 0 0 0
14 41 40.239681 31.646485 1001.500042 44.776751 nan nan 0 0 0
15 42 37.967108 28.871244 833.548728 42.441363 nan nan 0 0 0
16 43 33.899190 26.028545 677.485135 38.512266 nan nan 0 0 0
17 44 32.202571 23.674741 560.493355 36.579082 nan nan 0 0 0
18 45 29.147160 21.550561 464.426693 33.342245 nan nan 0 0 0
19 46 28.369157 20.875350 435.780225 32.479664 nan nan 0 0 0
20 47 28.409175 20.140725 405.648801 32.354117 nan nan 0 0 0
21 48 28.492296 19.889633 395.597484 32.342613 nan nan 0 0 0
22 49 26.475207 17.613128 310.222277 29.978120 nan nan 0 0 0
23 50 25.472613 16.959757 287.633366 28.879035 nan nan 0 0 0
