#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 23 86.435563 51.779124 2681.077640 86.111765 nan nan 0 0 0
2 24 83.508077 51.941394 2697.908453 83.306511 nan nan 0 0 0
3 25 81.677299 52.026268 2706.732611 81.386920 nan nan 0 0 0
4 26 79.435810 51.800524 2683.294260 79.190439 nan nan 0 0 0
5 27 76.618416 51.218414 2623.325969 76.581273 nan nan 0 0 0
6 28 74.664195 51.046634 2605.758846 74.617291 nan nan 0 0 0
7 29 72.238588 50.530635 2553.345036 72.353198 nan nan 0 0 0
8 30 67.687937 48.647598 2366.588759 68.531555 nan nan 0 0 0
9 31 63.954595 47.031396 2211.952186 65.262077 nan nan 0 0 0
10 32 60.824904 46.181702 2132.749590 62.392716 nan nan 0 0 0
11 33 58.689730 45.404707 2061.587445 60.339462 nan nan 0 0 0
12 34 54.189551 43.781314 1916.803450 56.439049 nan nan 0 0 0
13 35 51.607752 41.876867 1753.672015 54.159210 nan nan 0 0 0
14 36 46.660342 39.467879 1557.713486 49.762237 nan nan 0 0 0
15 37 45.254395 38.502494 1482.442065 48.400533 nan nan 0 0 0
16 38 41.280348 34.644413 1200.235368 44.700312 nan nan 0 0 0
17 39 38.131297 32.023238 1025.487786 41.979145 nan nan 0 0 0
18 40 35.487000 28.915538 836.108321 39.408679 nan nan 0 0 0
19 41 32.310104 26.363741 695.046846 36.332911 nan nan 0 0 0
20 42 31.539308 23.720194 562.647580 35.202536 nan nan 0 0 0
21 43 30.124692 22.674383 514.127651 33.751760 nan nan 0 0 0
22 44 30.465511 22.504577 506.455965 34.062850 nan nan 0 0 0
23 45 28.517198 21.055569 443.336978 32.030858 nan nan 0 0 0
24 46 28.210447 20.351796 414.195592 31.642964 nan nan 0 0 0
25 47 26.280631 19.085905 364.271778 29.626634 nan nan 0 0 0
26 48 25.837523 19.669151 386.875509 29.339292 nan nan 0 0 0
27 49 25.013842 17.648520 311.470241 28.148942 nan nan 0 0 0
28 50 24.116814 17.131644 293.493242 27.196274 nan nan 0 0 0
