#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 33 87.960486 51.825457 2685.877960 87.892896 44.992629 2024.336645 0.06759 6.83283 661.541
2 34 84.819851 51.675761 2670.384232 84.888737 46.963448 2205.565436 -0.068886 4.71231 464.819
3 35 77.518041 49.885893 2488.602294 77.855060 46.395805 2152.570684 -0.337019 3.49009 336.032
4 36 71.125772 48.805354 2381.962560 71.601107 46.031427 2118.892284 -0.475335 2.77393 263.07
5 37 68.565759 48.658875 2367.686162 69.023623 46.344314 2147.795399 -0.457864 2.31456 219.891
6 38 65.515273 48.328981 2335.690406 65.978898 46.346305 2147.979979 -0.463625 1.98268 187.71
7 39 63.225778 47.322615 2239.429888 63.666296 45.619033 2081.096201 -0.440518 1.70358 158.334
8 40 55.440828 43.951587 1931.741963 55.998214 42.488597 1805.280852 -0.557386 1.46299 126.461
9 41 53.823179 43.780868 1916.764379 54.350731 42.451072 1802.093530 -0.527552 1.3298 114.671
10 42 47.856853 41.222190 1699.268938 48.446188 40.022450 1601.796494 -0.589335 1.19974 97.4724
11 43 46.581252 38.767481 1502.917605 47.157937 37.739504 1424.270170 -0.576685 1.02798 78.6474
12 44 42.268701 32.904906 1082.732866 42.838368 32.023010 1025.473142 -0.569667 0.881896 57.2597
13 45 37.259624 29.666482 880.100170 37.876981 28.805873 829.778342 -0.617357 0.860609 50.3218
14 46 35.528087 26.314698 692.463341 36.090145 25.504212 650.464823 -0.562058 0.810486 41.9985
15 47 31.941037 24.525978 601.523602 32.526756 23.719384 562.609198 -0.585719 0.806594 38.9144
16 48 34.499482 24.940158 622.011483 34.993305 24.218239 586.523108 -0.493823 0.721919 35.4884
17 49 30.043097 21.216867 450.155436 30.551552 20.456018 418.448662 -0.508455 0.760849 31.7068
18 50 28.794000 20.676731 427.527191 29.293144 19.942576 397.706347 -0.499144 0.734155 29.8208
