#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 32 86.154331 51.743430 2677.382521 86.183311 44.915617 2017.412625 -0.02898 6.82781 659.97
2 33 83.086342 51.865585 2690.038861 83.239296 47.148147 2222.947745 -0.152954 4.71744 467.091
3 34 80.690920 51.749124 2677.971875 80.883686 48.178568 2321.174393 -0.192766 3.57056 356.797
4 35 78.445106 51.564815 2658.930095 78.658104 48.701457 2371.831907 -0.212998 2.86336 287.098
5 36 75.652327 51.180617 2619.455525 75.899491 48.801907 2381.626136 -0.247164 2.37871 237.829
6 37 72.089432 49.984221 2498.422356 72.388560 47.986732 2302.726481 -0.299128 1.99749 195.696
7 38 65.579012 47.330350 2240.161984 65.995619 45.658217 2084.672767 -0.416607 1.67213 155.489
8 39 60.176214 44.279995 1960.717935 60.652330 42.860951 1837.061081 -0.476116 1.41904 123.657
9 40 53.885737 41.018853 1682.546263 54.416063 39.777414 1582.242687 -0.530326 1.24144 100.304
10 41 50.707578 38.192857 1458.694330 51.232182 37.109568 1377.120022 -0.524604 1.08329 81.5743
11 42 46.250144 35.227149 1240.952049 46.787749 34.239838 1172.366537 -0.537605 0.987311 68.5855
12 43 41.849332 32.376344 1048.227647 42.412954 31.450140 989.111315 -0.563622 0.926204 59.1163
13 44 37.917773 28.177858 793.991657 38.476373 27.325320 746.673115 -0.5586 0.852538 47.3185
14 45 33.088424 25.778098 664.510361 33.702879 24.935217 621.765069 -0.614455 0.842881 42.7453
15 46 31.988563 24.177045 584.529485 32.562401 23.378186 546.539569 -0.573838 0.798859 37.9899
16 47 31.287394 21.972422 482.787348 31.799576 21.210747 449.895789 -0.512182 0.761675 32.8916
17 48 31.070621 21.265566 452.224313 31.543160 20.544395 422.072164 -0.472539 0.721171 30.1521
18 49 27.823257 18.510364 342.633581 28.299857 17.760048 315.419287 -0.4766 0.750316 27.2143
19 50 26.834039 17.867841 319.259757 27.294676 17.145887 293.981434 -0.460637 0.721954 25.2783
