#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 36 86.851977 51.778545 2681.017708 86.862515 44.947242 2020.254599 -0.010538 6.8313 660.763
2 37 84.391838 51.981833 2702.110953 84.499789 47.255770 2233.107838 -0.107951 4.72606 469.003
3 38 81.499176 51.675873 2670.395844 81.680384 48.104944 2314.085618 -0.181208 3.57093 356.31
4 39 77.005128 50.508084 2551.066531 77.296961 47.686852 2274.035826 -0.291833 2.82123 277.031
5 40 68.937934 47.993647 2303.390172 69.423815 45.713469 2089.721286 -0.485881 2.28018 213.669
6 41 63.622515 45.109229 2034.842570 64.169435 43.227577 1868.623401 -0.54692 1.88165 166.219
7 42 57.490326 41.882050 1754.106148 58.096621 40.283942 1622.796010 -0.606295 1.59811 131.31
8 43 51.628105 38.395071 1474.181452 52.271539 37.010394 1369.769293 -0.643434 1.38468 104.412
9 44 45.243396 34.546213 1193.440847 45.931023 33.290843 1108.280198 -0.687627 1.25537 85.1606
10 45 42.635796 33.480345 1120.933499 43.333155 32.334312 1045.507752 -0.697359 1.14603 75.4257
11 46 39.191902 29.869008 892.157638 39.878658 28.824108 830.829212 -0.686756 1.0449 61.3284
12 47 33.976483 24.950981 622.551468 34.679870 23.916810 572.013821 -0.703387 1.03417 50.5376
13 48 33.078993 23.218500 539.098731 33.724691 22.240755 494.651193 -0.645698 0.977745 44.4475
14 49 28.580155 19.508299 380.573733 29.243885 18.481740 341.574718 -0.66373 1.02656 38.999
15 50 27.438188 18.684941 349.127022 28.074455 17.705157 313.472598 -0.636267 0.979784 35.6544
