#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 37 81.403714 51.206539 2622.109609 81.729064 44.377595 1969.370943 -0.32535 6.82894 652.739
2 38 77.120842 51.303552 2632.054472 77.612079 46.593357 2170.940898 -0.491237 4.7102 461.114
3 39 73.827813 51.305551 2632.259590 74.346487 47.722668 2277.453039 -0.518674 3.58288 354.807
4 40 68.546480 50.355594 2535.685858 69.160272 47.484322 2254.760842 -0.613792 2.87127 280.925
5 41 67.608404 49.911503 2491.158109 68.149753 47.530684 2259.165887 -0.541349 2.38082 231.992
6 42 61.248783 47.404509 2247.187456 61.884023 45.409550 2062.027235 -0.63524 1.99496 185.16
7 43 63.187552 47.449994 2251.501887 63.676070 45.712721 2089.652827 -0.488518 1.73727 161.849
8 44 56.185394 43.746668 1913.770925 56.759373 42.261759 1786.056238 -0.573979 1.48491 127.715
9 45 51.362630 39.738797 1579.171950 51.991833 38.494662 1481.838988 -0.629203 1.24413 97.333
10 46 43.760183 32.827313 1077.632458 44.437550 31.734358 1007.069466 -0.677367 1.09295 70.563
11 47 39.382060 30.325571 919.640242 40.103845 29.289018 857.846599 -0.721785 1.03655 61.7936
12 48 40.767314 28.409418 807.095011 41.361567 27.483158 755.323956 -0.594253 0.92626 51.7711
13 49 33.727651 23.158105 536.297823 34.361168 22.188885 492.346629 -0.633517 0.96922 43.9512
14 50 33.041965 22.436464 503.394912 33.635270 21.521689 463.183112 -0.593305 0.914775 40.2118
