#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 33 87.882665 51.822885 2685.611448 87.818533 44.990530 2024.147797 0.064132 6.83235 661.464
2 34 84.641203 51.635821 2666.257992 84.719192 46.924849 2201.941468 -0.077989 4.71097 464.317
3 35 78.201244 50.262935 2526.362671 78.508699 46.756797 2186.198062 -0.307455 3.50614 340.165
4 36 72.639041 49.567845 2456.971278 73.059963 46.770604 2187.489430 -0.420922 2.79724 269.482
5 37 70.908557 49.590955 2459.262849 71.293892 47.254187 2232.958172 -0.385335 2.33677 226.305
6 38 68.378708 49.425635 2442.893422 68.767078 47.423077 2248.948224 -0.38837 2.00256 193.945
7 39 64.685143 47.565367 2262.464149 65.103751 45.873471 2104.375299 -0.418608 1.6919 158.089
8 40 56.630725 44.090489 1943.971201 57.164322 42.636258 1817.850454 -0.533597 1.45423 126.121
9 41 55.334565 44.020247 1937.782121 55.836989 42.700778 1823.356467 -0.502424 1.31947 114.426
10 42 49.137741 41.180402 1695.825513 49.707947 40.001482 1600.118540 -0.570206 1.17892 95.707
11 43 47.283006 38.490905 1481.549730 47.845980 37.470049 1404.004547 -0.562974 1.02086 77.5452
12 44 43.244251 33.204792 1102.558237 43.791308 32.323373 1044.800457 -0.547057 0.881419 57.7578
13 45 37.992945 30.166163 909.997370 38.585050 29.311241 859.148839 -0.592105 0.854922 50.8485
14 46 36.395733 27.046024 731.487401 36.939419 26.248159 688.965867 -0.543686 0.797865 42.5215
15 47 33.165220 25.086311 629.322994 33.724357 24.303427 590.656554 -0.559137 0.782884 38.6664
16 48 34.983944 25.225289 636.315219 35.470877 24.516146 601.041427 -0.486933 0.709143 35.2738
17 49 29.814867 21.180741 448.623803 30.331275 20.423795 417.131391 -0.516408 0.756946 31.4924
18 50 28.466053 20.593471 424.091065 28.973050 19.860004 394.419753 -0.506997 0.733467 29.6713
