#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 32 86.207015 51.746591 2677.709668 86.233797 44.918772 2017.696081 -0.026782 6.82782 660.014
2 33 83.228918 51.881118 2691.650360 83.374411 47.162750 2224.324962 -0.145493 4.71837 467.325
3 34 80.953743 51.787898 2681.986363 81.134620 48.216082 2324.790547 -0.180877 3.57182 357.196
4 35 78.771117 51.652996 2668.032021 78.972286 48.786558 2380.128282 -0.201169 2.86644 287.904
5 36 76.206950 51.484685 2650.672759 76.435540 49.093705 2410.191878 -0.22859 2.39098 240.481
6 37 72.615038 50.197116 2519.750420 72.902568 48.195210 2322.778261 -0.28753 2.00191 196.972
7 38 65.498501 47.049827 2213.686229 65.921481 45.391848 2060.419846 -0.42298 1.65798 153.266
8 39 60.189837 44.190772 1952.824287 60.665603 42.773846 1829.601892 -0.475766 1.41693 123.222
9 40 54.110274 41.144429 1692.864045 54.633889 39.900413 1592.042982 -0.523615 1.24402 100.821
10 41 50.605789 38.048552 1447.692287 51.129829 36.968246 1366.651218 -0.52404 1.08031 81.0411
11 42 46.025951 34.603365 1197.392838 46.567676 33.629635 1130.952326 -0.541725 0.97373 66.4405
12 43 41.493166 31.778648 1009.882465 42.065089 30.855523 952.063302 -0.571923 0.923125 57.8192
13 44 37.525006 27.813852 773.610347 38.090878 26.950958 726.354139 -0.565872 0.862894 47.2562
14 45 32.580809 25.421402 646.247697 33.198185 24.565999 603.488293 -0.617376 0.855403 42.7594
15 46 31.791876 24.233680 587.271266 32.368737 23.426547 548.803106 -0.576861 0.807133 38.4682
16 47 31.437537 22.043601 485.920358 31.947435 21.285157 453.057889 -0.509898 0.758444 32.8625
17 48 31.101898 21.302142 453.781235 31.574731 20.582133 423.624200 -0.472833 0.720009 30.157
18 49 27.799512 18.420951 339.331450 28.276451 17.670138 312.233768 -0.476939 0.750813 27.0977
19 50 26.672135 17.726371 314.224233 27.134597 16.998729 288.956797 -0.462462 0.727642 25.2674
