#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 18 87.050057 47.591243 2264.926378 86.532836 nan nan 0 0 0
2 19 86.762481 47.326864 2239.832016 85.934031 nan nan 0 0 0
3 20 85.198411 47.050026 2213.704940 84.112366 nan nan 0 0 0
4 21 83.729303 47.467021 2253.118088 82.371180 nan nan 0 0 0
5 22 80.354922 47.048629 2213.573497 79.172008 nan nan 0 0 0
6 23 78.658243 47.202456 2228.071841 77.355652 nan nan 0 0 0
7 24 77.364775 47.201040 2227.938201 75.905202 nan nan 0 0 0
8 25 76.169292 47.273918 2234.823312 74.577834 nan nan 0 0 0
9 26 75.151222 47.683334 2273.700366 73.373015 nan nan 0 0 0
10 27 73.199322 47.545161 2260.542337 71.540306 nan nan 0 0 0
11 28 71.919648 47.431876 2249.782866 70.163593 nan nan 0 0 0
12 29 69.867231 47.340438 2241.117053 68.179451 nan nan 0 0 0
13 30 70.034657 47.852752 2289.885857 68.061327 nan nan 0 0 0
14 31 71.188655 48.701073 2371.794474 68.707284 nan nan 0 0 0
15 32 68.985838 48.837689 2385.119842 66.807150 nan nan 0 0 0
16 33 69.960837 48.759439 2377.482902 67.465412 nan nan 0 0 0
17 34 69.351557 49.229342 2423.528066 66.620034 nan nan 0 0 0
18 35 71.278886 49.075808 2408.434906 68.097352 nan nan 0 0 0
19 36 66.189960 48.815578 2382.960676 63.837111 nan nan 0 0 0
20 37 65.636074 48.312611 2334.108380 63.234899 nan nan 0 0 0
21 38 61.940576 47.834828 2288.170781 60.088453 nan nan 0 0 0
22 39 62.223635 47.294658 2236.784647 60.123691 nan nan 0 0 0
23 40 58.686650 46.693758 2180.307082 57.051154 nan nan 0 0 0
