#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 16 87.645189 47.876827 2292.190531 86.912403 nan nan 0 0 0
2 17 86.021890 47.649321 2270.457793 84.982417 nan nan 0 0 0
3 18 84.002150 47.111174 2219.462743 82.916989 nan nan 0 0 0
4 19 82.923802 47.135544 2221.759515 81.518280 nan nan 0 0 0
5 20 80.578803 46.897965 2199.419143 79.197466 nan nan 0 0 0
6 21 79.909953 47.391598 2245.963529 78.137409 nan nan 0 0 0
7 22 76.763698 47.310396 2238.273600 75.150785 nan nan 0 0 0
8 23 76.086667 47.406566 2247.382478 74.238965 nan nan 0 0 0
9 24 74.356302 47.388179 2245.639475 72.428778 nan nan 0 0 0
10 25 73.813706 47.310391 2238.273111 71.700858 nan nan 0 0 0
11 26 71.880172 47.522685 2258.405608 69.796223 nan nan 0 0 0
12 27 70.748703 47.235472 2231.189858 68.653474 nan nan 0 0 0
13 28 69.010973 47.234260 2231.075292 66.889644 nan nan 0 0 0
14 29 68.096528 47.353456 2242.349801 65.854347 nan nan 0 0 0
15 30 67.370658 47.475709 2253.942946 65.044594 nan nan 0 0 0
16 31 68.220481 48.111402 2314.707040 65.524694 nan nan 0 0 0
17 32 65.657530 47.903854 2294.779197 63.338963 nan nan 0 0 0
18 33 67.363937 48.553878 2357.479034 64.507511 nan nan 0 0 0
19 34 65.890536 48.147405 2318.172636 63.125363 nan nan 0 0 0
20 35 67.764305 48.556095 2357.694346 64.510476 nan nan 0 0 0
21 36 62.727054 47.904249 2294.817079 60.332884 nan nan 0 0 0
22 37 62.842737 47.557226 2261.689723 60.290387 6.514128 42.433867 0 0 0
23 38 59.725051 47.003606 2209.338941 57.654574 10.516305 110.592667 0 0 0
24 39 60.061060 46.526109 2164.678779 57.753998 12.311568 151.574710 0 0 0
25 40 55.897367 45.601661 2079.511493 54.145102 13.380854 179.047248 0 0 0
