#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 17 86.324100 46.525866 2164.656194 85.893922 nan nan 0 0 0
2 18 84.815819 47.184627 2226.389060 84.131394 nan nan 0 0 0
3 19 83.991582 46.513638 2163.518494 83.033870 nan nan 0 0 0
4 20 83.119265 47.790025 2283.886464 81.783858 nan nan 0 0 0
5 21 80.804882 47.098737 2218.291032 79.503513 nan nan 0 0 0
6 22 79.470426 48.219002 2325.072193 77.943370 nan nan 0 0 0
7 23 79.252236 47.819811 2286.734371 77.375913 nan nan 0 0 0
8 24 77.689651 48.765149 2378.039790 75.685263 nan nan 0 0 0
9 25 76.183143 48.007227 2304.693890 74.231701 nan nan 0 0 0
10 26 75.628848 48.618039 2363.713673 73.459184 nan nan 0 0 0
11 27 75.712411 48.499037 2352.156568 73.217578 nan nan 0 0 0
12 28 73.720495 48.508254 2353.050742 71.320783 nan nan 0 0 0
13 29 74.122012 48.403548 2342.903448 71.461996 nan nan 0 0 0
14 30 71.008595 47.946431 2298.860276 68.701182 nan nan 0 0 0
15 31 71.363536 48.394967 2342.072786 68.719410 nan nan 0 0 0
16 32 68.760101 48.262138 2329.233975 66.295429 nan nan 0 0 0
17 33 68.745077 48.050296 2308.830921 66.191815 nan nan 0 0 0
18 34 65.520065 47.724411 2277.619380 63.254090 nan nan 0 0 0
19 35 63.305108 46.873818 2197.154853 61.323434 nan nan 0 0 0
20 36 65.365492 48.582180 2360.228228 62.756077 nan nan 0 0 0
21 37 66.504342 47.895361 2293.965568 63.834989 nan nan 0 0 0
22 38 57.959368 46.363367 2149.561834 56.500366 nan nan 0 0 0
23 39 63.484517 47.660363 2271.510154 61.034037 4.898270 23.993048 0 0 0
24 40 63.326091 47.756160 2280.650806 60.563533 9.318759 86.839268 0 0 0
