#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 14 86.142145 47.982671 2302.336743 85.479490 nan nan 0 0 0
2 15 83.862939 47.956755 2299.850321 82.988374 nan nan 0 0 0
3 16 83.163960 48.243986 2327.482197 81.866180 nan nan 0 0 0
4 17 81.497956 47.866285 2291.181201 80.024334 nan nan 0 0 0
5 18 80.570208 47.552868 2261.275229 78.812309 nan nan 0 0 0
6 19 78.872376 47.654072 2270.910559 76.927240 nan nan 0 0 0
7 20 76.486958 47.176989 2225.668245 74.643879 nan nan 0 0 0
8 21 75.837586 47.382445 2245.096134 73.672128 nan nan 0 0 0
9 22 74.172135 47.691810 2274.508734 71.887046 nan nan 0 0 0
10 23 72.630029 47.238913 2231.514914 70.360775 nan nan 0 0 0
11 24 71.687851 47.400491 2246.806510 69.241946 nan nan 0 0 0
12 25 70.085165 46.944631 2203.798354 67.703767 nan nan 0 0 0
13 26 68.945742 47.542480 2260.287428 66.426983 nan nan 0 0 0
14 27 67.439327 47.073894 2215.951498 65.005466 nan nan 0 0 0
15 28 65.746225 46.844853 2194.440261 63.353658 nan nan 0 0 0
16 29 65.210729 47.183716 2226.303030 62.639350 nan nan 0 0 0
17 30 64.593784 47.416713 2248.344647 61.906375 nan nan 0 0 0
18 31 65.140724 47.700040 2275.293814 62.199541 nan nan 0 0 0
19 32 62.076250 47.064203 2215.039242 59.610365 6.166230 38.022387 0 0 0
20 33 63.472865 47.740944 2279.197712 60.588573 11.939297 142.546822 0 0 0
21 34 62.389773 47.320887 2239.266366 59.533996 14.369964 206.495870 0 0 0
22 35 64.480786 48.371377 2339.790070 61.032282 17.409262 303.082414 0 0 0
23 36 58.543468 46.556391 2167.497524 56.260158 17.597013 309.654874 0 0 0
24 37 59.723626 46.615711 2173.024526 57.075624 19.054815 363.085976 0 0 0
25 38 57.127495 45.956005 2111.954423 54.902437 20.150839 406.056294 0 0 0
26 39 58.289273 46.092205 2124.491360 55.685923 21.193049 449.145328 0 0 0
27 40 53.919048 45.260898 2048.548889 51.827264 21.340763 455.428147 0 0 0
