#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 25 87.138608 51.807614 2684.028831 86.777174 nan nan 0 0 0
2 26 85.742473 52.197755 2724.605582 85.221786 nan nan 0 0 0
3 27 83.591635 51.952163 2699.027225 83.087524 nan nan 0 0 0
4 28 80.571894 51.352080 2637.036090 80.299354 nan nan 0 0 0
5 29 78.444754 51.205432 2621.996313 78.183387 nan nan 0 0 0
6 30 75.859047 50.845910 2585.306572 75.767133 nan nan 0 0 0
7 31 71.066311 48.810374 2382.452566 71.769476 nan nan 0 0 0
8 32 66.251316 46.816934 2191.825281 67.638804 nan nan 0 0 0
9 33 62.833439 45.729757 2091.210695 64.505314 nan nan 0 0 0
10 34 58.306812 44.551190 1984.808526 60.505000 nan nan 0 0 0
11 35 56.418474 43.783992 1917.037973 58.655675 nan nan 0 0 0
12 36 51.048021 41.512940 1723.324183 54.029535 nan nan 0 0 0
13 37 49.837132 40.484564 1638.999926 52.772160 nan nan 0 0 0
14 38 45.308987 38.270609 1464.639544 48.574779 nan nan 0 0 0
15 39 42.884968 36.144296 1306.410127 46.539799 nan nan 0 0 0
16 40 38.574951 31.485721 991.350647 42.611299 nan nan 0 0 0
17 41 34.890469 28.535763 814.289767 39.211405 nan nan 0 0 0
18 42 32.953011 24.902257 620.122412 36.903729 nan nan 0 0 0
19 43 30.878306 23.596225 556.781841 34.849539 nan nan 0 0 0
20 44 31.948037 23.318718 543.762592 35.768509 nan nan 0 0 0
21 45 29.356033 21.879330 478.705091 33.209430 nan nan 0 0 0
22 46 29.445122 20.987839 440.489373 33.122101 nan nan 0 0 0
23 47 27.139041 19.370974 375.234652 30.658271 nan nan 0 0 0
24 48 27.215328 20.340210 413.724148 30.956439 nan nan 0 0 0
25 49 25.877604 18.190310 330.887372 29.260964 nan nan 0 0 0
26 50 24.775729 17.617405 310.372974 28.107507 nan nan 0 0 0
