#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 35 85.541706 51.696020 2672.478465 85.643292 nan nan 0 0 0
2 36 77.389128 50.562029 2556.518756 78.806293 nan nan 0 0 0
3 37 73.233483 50.074767 2507.482312 75.183740 nan nan 0 0 0
4 38 70.667575 50.021042 2502.104604 72.830038 nan nan 0 0 0
5 39 67.074694 49.483981 2448.664332 69.679110 nan nan 0 0 0
6 40 60.244539 47.554644 2261.444128 63.896151 nan nan 0 0 0
7 41 57.991583 46.272173 2141.113991 61.916905 nan nan 0 0 0
8 42 53.148243 44.673300 1995.703733 57.574724 nan nan 0 0 0
9 43 54.729302 44.623152 1991.225672 58.790641 nan nan 0 0 0
10 44 47.697329 38.165678 1456.618958 52.582432 nan nan 0 0 0
11 45 42.147782 33.889197 1148.477650 47.689231 nan nan 0 0 0
12 46 38.522647 29.072605 845.216372 43.791540 nan nan 0 0 0
13 47 34.657716 27.017120 729.924783 40.114681 nan nan 0 0 0
14 48 37.226379 26.541417 704.446790 42.264861 nan nan 0 0 0
15 49 31.958314 22.126778 489.594287 36.566852 nan nan 0 0 0
16 50 30.886021 21.575525 465.503284 35.486825 nan nan 0 0 0
