#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 6 83.864585 51.914673 2695.133324 81.645124 nan nan 0 0 0
2 7 79.974779 52.185254 2723.300767 77.153190 nan nan 0 0 0
3 8 76.538398 51.985358 2702.477409 73.345077 nan nan 0 0 0
4 9 73.282799 51.618759 2664.496261 69.903976 nan nan 0 0 0
5 10 69.987561 51.049881 2606.090334 66.599432 nan nan 0 0 0
6 11 66.847403 50.417955 2541.970176 63.524444 nan nan 0 0 0
7 12 63.689726 49.605938 2460.749128 60.533529 13.946587 194.507302 0 0 0
8 13 60.686740 48.747567 2376.325298 57.722639 19.001755 361.066688 0 0 0
9 14 57.796918 47.806338 2285.446000 55.053998 21.850311 477.436106 0 0 0
10 15 55.033072 46.803344 2190.553038 52.525358 23.622166 558.006710 0 0 0
11 16 52.556487 45.901927 2106.986916 50.239445 24.835283 616.791258 0 0 0
12 17 50.227459 44.970584 2022.353381 48.102465 25.626794 656.732594 0 0 0
13 18 48.179756 44.185248 1952.336174 46.196302 26.215558 687.255476 0 0 0
14 19 46.152280 43.264585 1871.824274 44.343949 26.525203 703.586409 0 0 0
15 20 44.165751 42.238545 1784.094669 42.551166 26.612408 708.220236 0 0 0
16 21 42.385010 41.336668 1708.720104 40.922426 26.637153 709.537899 0 0 0
17 22 40.725731 40.477033 1638.390177 39.398683 26.588986 706.974197 0 0 0
18 23 39.155528 39.587000 1567.130542 37.963818 26.448819 699.540024 0 0 0
19 24 37.494743 38.444548 1477.983268 36.488291 26.106814 681.565734 0 0 0
20 25 35.462562 36.588535 1338.720861 34.778807 25.316810 640.940845 0 0 0
21 26 33.109651 34.053095 1159.613301 32.838508 24.061841 578.972179 0 0 0
22 27 31.039675 31.729686 1006.772952 31.088675 22.823002 520.889422 0 0 0
23 28 29.066808 29.539044 872.555112 29.375352 21.562825 464.955421 0 0 0
24 29 27.427861 27.573771 760.312831 27.929381 20.406531 416.426497 0 0 0
25 30 25.998098 25.846023 668.016897 26.621918 19.321999 373.339663 0 0 0
26 31 24.629102 24.187377 585.029220 25.377122 18.291335 334.572936 0 0 0
27 32 23.428745 22.542299 508.155265 24.273225 17.232941 296.974265 0 0 0
28 33 22.215228 21.205873 449.689065 23.126048 16.324577 266.491822 0 0 0
29 34 21.429512 20.077727 403.115128 22.357478 15.515357 240.726305 0 0 0
30 35 20.481147 19.004182 361.158931 21.423655 14.695612 215.961001 0 0 0
31 36 19.864627 18.173422 330.273267 20.801677 14.085443 198.399692 0 0 0
32 37 19.138626 17.376958 301.958663 20.070353 13.483168 181.795827 0 0 0
33 38 18.681324 16.781770 281.627815 19.607809 13.056118 170.462205 0 0 0
34 39 17.940676 16.019754 256.632532 18.849539 12.441794 154.798240 0 0 0
35 40 17.639408 15.514463 240.698570 18.522414 12.088027 146.120389 0 0 0
36 41 17.302466 14.839639 220.214891 18.157303 11.524998 132.825570 0 0 0
37 42 16.978166 14.370677 206.516357 17.799417 11.181233 125.019982 0 0 0
38 43 16.449542 13.766047 189.504052 17.244737 10.675479 113.965858 0 0 0
39 44 16.080140 13.474529 181.562941 16.865799 10.503213 110.317474 0 0 0
40 45 15.810371 12.992478 168.804484 16.573265 10.095216 101.913388 0 0 0
41 46 15.516632 12.770262 163.079592 16.245860 9.995280 99.905617 0 0 0
42 47 15.195891 12.353999 152.621302 15.967928 9.579162 91.760344 0 0 0
43 48 15.313580 12.287298 150.977693 16.058761 9.619383 92.532530 0 0 0
44 49 16.451558 12.288884 151.016676 17.033712 9.852371 97.069206 0 0 0
45 50 16.421253 12.380086 153.266536 16.996855 10.045484 100.911747 0 0 0
