#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 24 85.666862 51.728771 2675.865707 85.494607 nan nan 0 0 0
2 25 82.591384 51.894087 2692.996276 82.618586 nan nan 0 0 0
3 26 79.596490 51.615730 2664.183564 79.810496 nan nan 0 0 0
4 27 77.106139 51.402613 2642.228639 77.411916 nan nan 0 0 0
5 28 74.472892 50.930439 2593.909594 74.941997 nan nan 0 0 0
6 29 71.715563 50.354549 2535.580623 72.392515 nan nan 0 0 0
7 30 69.188612 49.913138 2491.321354 70.020484 nan nan 0 0 0
8 31 67.073336 49.439812 2444.295037 67.996957 nan nan 0 0 0
9 32 64.870477 48.858531 2387.156070 65.933538 nan nan 0 0 0
10 33 62.222154 47.782054 2283.124647 63.565033 nan nan 0 0 0
11 34 57.486545 45.293938 2051.540812 59.593585 nan nan 0 0 0
12 35 53.133542 42.280550 1787.644931 55.921059 nan nan 0 0 0
13 36 48.650221 39.362521 1549.408027 51.988392 nan nan 0 0 0
14 37 45.687614 36.509097 1332.914151 49.235794 nan nan 0 0 0
15 38 41.519787 33.415367 1116.586755 45.375497 nan nan 0 0 0
16 39 39.007616 31.544099 995.030192 43.045371 nan nan 0 0 0
17 40 36.342642 28.469511 810.513037 40.365760 nan nan 0 0 0
18 41 32.662758 26.072743 679.787945 36.931751 nan nan 0 0 0
19 42 31.618500 24.363469 593.578634 35.720460 nan nan 0 0 0
20 43 29.438715 22.506616 506.547767 33.424287 nan nan 0 0 0
21 44 28.950161 21.371751 456.751725 32.749098 nan nan 0 0 0
22 45 26.797100 19.500904 380.285254 30.367555 nan nan 0 0 0
23 46 26.119716 18.842935 355.056216 29.600372 nan nan 0 0 0
24 47 25.980639 18.574142 344.998748 29.411060 nan nan 0 0 0
25 48 26.059769 18.631856 347.146060 29.477011 nan nan 0 0 0
26 49 24.933575 16.852588 284.009723 28.042380 nan nan 0 0 0
27 50 24.228347 16.261081 264.422763 27.220284 nan nan 0 0 0
