#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 20 85.569915 51.737825 2676.802556 85.250796 nan nan 0 0 0
2 21 81.894438 51.778453 2681.008217 81.799583 nan nan 0 0 0
3 22 78.499877 51.430169 2645.062289 78.597078 nan nan 0 0 0
4 23 75.550940 51.090807 2610.270608 75.773080 nan nan 0 0 0
5 24 72.695419 50.645337 2564.950118 73.063622 nan nan 0 0 0
6 25 70.231680 50.301291 2530.219844 70.680175 nan nan 0 0 0
7 26 67.698615 49.723239 2472.400471 68.289648 nan nan 0 0 0
8 27 65.109166 49.019234 2402.885298 65.880519 nan nan 0 0 0
9 28 62.707220 48.435441 2345.991968 63.622052 nan nan 0 0 0
10 29 60.668315 47.864921 2291.050680 61.665351 nan nan 0 0 0
11 30 58.631046 47.201816 2228.011405 59.733055 nan nan 0 0 0
12 31 56.119086 46.079681 2123.336995 57.480014 nan nan 0 0 0
13 32 52.205464 43.758132 1914.774096 54.170001 nan nan 0 0 0
14 33 48.493040 40.794906 1664.224396 51.021004 nan nan 0 0 0
15 34 44.673800 37.880854 1434.959136 47.651440 nan nan 0 0 0
16 35 41.955851 35.315088 1247.155463 45.164796 nan nan 0 0 0
17 36 38.523128 32.538647 1058.763543 41.994846 nan nan 0 0 0
18 37 36.404585 30.671877 940.764023 40.008061 nan nan 0 0 0
19 38 33.963763 27.968389 782.230767 37.591510 nan nan 0 0 0
20 39 30.705841 25.585956 654.641154 34.532179 nan nan 0 0 0
21 40 29.945828 23.760355 564.554473 33.560669 nan nan 0 0 0
22 41 28.543619 22.345497 499.321230 32.039954 nan nan 0 0 0
23 42 27.852936 21.343629 455.550516 31.238644 nan nan 0 0 0
24 43 26.006032 19.873222 394.944952 29.285823 nan nan 0 0 0
25 44 25.561168 19.300978 372.527763 28.773058 nan nan 0 0 0
26 45 24.461500 17.882202 319.773158 27.480762 nan nan 0 0 0
27 46 24.110151 17.211785 296.245529 26.983304 nan nan 0 0 0
28 47 23.315408 17.037250 290.267903 26.246192 nan nan 0 0 0
29 48 23.233165 17.210832 296.212737 26.175618 nan nan 0 0 0
30 49 22.993457 15.871356 251.899957 25.650372 nan nan 0 0 0
31 50 22.476402 15.313005 234.488109 25.010537 nan nan 0 0 0
