#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 8 85.039052 51.869372 2690.431779 83.392066 nan nan 0 0 0
2 9 81.338326 52.053661 2709.583670 79.269265 nan nan 0 0 0
3 10 77.896906 51.793480 2682.564586 75.576032 nan nan 0 0 0
4 11 74.426691 51.319000 2633.639732 72.030014 nan nan 0 0 0
5 12 71.136457 50.783060 2578.919138 68.741556 nan nan 0 0 0
6 13 67.820910 50.065605 2506.564785 65.538679 nan nan 0 0 0
7 14 64.674805 49.301876 2430.675021 62.535025 nan nan 0 0 0
8 15 61.641781 48.445520 2346.968377 59.681295 nan nan 0 0 0
9 16 58.737935 47.522354 2258.374110 56.976199 nan nan 0 0 0
10 17 56.137301 46.693582 2180.290588 54.532497 7.444857 55.425901 0 0 0
11 18 53.693327 45.826043 2100.026187 52.250468 13.043334 170.128559 0 0 0
12 19 51.543934 45.098498 2033.874492 50.214204 16.183866 261.917507 0 0 0
13 20 49.407714 44.223442 1955.712844 48.231408 18.155898 329.636622 0 0 0
14 21 47.312834 43.234416 1869.214766 46.310749 19.437985 377.835280 0 0 0
15 22 45.425258 42.369009 1795.132912 44.557336 20.401140 416.206526 0 0 0
16 23 43.673876 41.543229 1725.839912 42.924627 21.106942 445.503010 0 0 0
17 24 41.985181 40.669373 1653.997933 41.359505 21.570343 465.279713 0 0 0
18 25 40.235821 39.546240 1563.905122 39.784760 21.719804 471.749890 0 0 0
19 26 38.024141 37.634076 1416.323672 37.903077 21.240726 451.168446 0 0 0
20 27 35.533812 35.055572 1228.893111 35.828621 20.201528 408.101730 0 0 0
21 28 33.201886 32.596702 1062.544951 33.823963 19.049496 362.883312 0 0 0
22 29 31.256280 30.433003 926.167646 32.114656 17.988976 323.603261 0 0 0
23 30 29.276710 28.279067 799.705652 30.335429 16.801169 282.279296 0 0 0
24 31 27.708858 26.588546 706.950781 28.898225 15.876865 252.074849 0 0 0
25 32 26.267284 24.772778 613.690530 27.556869 14.798005 218.980953 0 0 0
26 33 24.808448 23.126908 534.853891 26.203562 13.821294 191.028179 0 0 0
27 34 23.838660 21.698262 470.814574 25.248449 12.899481 166.396600 0 0 0
28 35 22.648174 20.437585 417.694883 24.071145 12.008005 144.192178 0 0 0
29 36 21.898206 19.430109 377.529120 23.305248 11.323558 128.222968 0 0 0
30 37 20.984352 18.464638 340.942867 22.376383 10.624887 112.888225 0 0 0
31 38 20.546226 17.779407 316.107328 21.907893 10.233302 104.720473 0 0 0
32 39 19.634056 16.996648 288.886032 20.982414 9.661026 93.335427 0 0 0
33 40 19.276205 16.403655 269.079882 20.577352 9.322512 86.909224 0 0 0
34 41 18.787956 15.609590 243.659295 20.044418 8.646465 74.761355 0 0 0
35 42 18.645490 15.220262 231.656379 19.854979 8.522744 72.637163 0 0 0
36 43 17.968904 14.428599 208.184464 19.119800 7.809303 60.985216 0 0 0
37 44 17.332740 14.019788 196.554442 18.477573 7.585530 57.540265 0 0 0
38 45 17.127148 13.607334 185.159531 18.236766 7.331842 53.755903 0 0 0
39 46 17.131370 13.508724 182.485628 18.208678 7.538718 56.832275 0 0 0
40 47 16.218419 12.847029 165.046158 17.347483 6.751612 45.584261 0 0 0
41 48 15.907477 12.757195 162.746030 17.027196 6.930578 48.032914 0 0 0
42 49 17.395741 12.672985 160.604537 18.294866 7.305833 53.375193 0 0 0
43 50 17.251282 12.569792 157.999683 18.125030 7.433291 55.253813 0 0 0
