#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 41 85.312880 51.668609 2669.645182 85.531948 nan nan 0 0 0
2 42 80.973538 51.876117 2691.131470 81.848802 nan nan 0 0 0
3 43 78.703727 50.666301 2567.074068 79.852378 nan nan 0 0 0
4 44 68.905602 47.389552 2245.769648 71.692653 nan nan 0 0 0
5 45 68.468856 48.718908 2373.532008 70.920493 nan nan 0 0 0
6 46 58.856336 45.350795 2056.694631 62.927946 nan nan 0 0 0
7 47 54.373682 40.300314 1624.115270 59.331898 nan nan 0 0 0
8 48 49.586358 34.428147 1185.297280 54.780322 nan nan 0 0 0
9 49 37.021260 27.050976 731.755316 42.569774 nan nan 0 0 0
10 50 36.117145 25.088954 629.455616 41.347479 nan nan 0 0 0
