#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 39 84.362296 51.584569 2660.967757 84.704421 nan nan 0 0 0
2 40 80.229910 51.691130 2671.972893 81.202228 nan nan 0 0 0
3 41 78.042758 51.452181 2647.326904 79.227668 nan nan 0 0 0
4 42 72.392161 50.525986 2552.875274 74.462659 nan nan 0 0 0
5 43 70.466040 48.363825 2339.059591 72.739700 nan nan 0 0 0
6 44 63.451540 46.390156 2152.046610 66.642409 nan nan 0 0 0
7 45 61.975419 45.618011 2081.002902 65.203676 nan nan 0 0 0
8 46 50.583301 38.422035 1476.252760 55.436865 nan nan 0 0 0
9 47 45.752245 34.498842 1190.170094 51.293087 nan nan 0 0 0
10 48 44.663530 30.922940 956.228229 49.858946 nan nan 0 0 0
11 49 35.049623 24.681583 609.180535 40.166136 nan nan 0 0 0
12 50 34.574284 23.496803 552.099740 39.475328 nan nan 0 0 0
