#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 17 84.297465 51.655133 2668.252769 83.999802 nan nan 0 0 0
2 18 80.199873 51.702203 2673.117768 80.155838 nan nan 0 0 0
3 19 77.641965 51.762646 2679.371569 77.545121 nan nan 0 0 0
4 20 75.473583 51.705443 2673.452837 75.295624 nan nan 0 0 0
5 21 73.300631 51.487837 2650.997358 73.090789 nan nan 0 0 0
6 22 71.907497 51.574437 2659.922516 71.504628 nan nan 0 0 0
7 23 70.213509 51.354239 2637.257872 69.758559 nan nan 0 0 0
8 24 67.730951 50.624326 2562.822390 67.464353 nan nan 0 0 0
9 25 65.772212 50.164237 2516.450672 65.548485 nan nan 0 0 0
10 26 63.935542 49.711592 2471.242412 63.752271 nan nan 0 0 0
11 27 60.178972 47.678284 2273.218762 60.619273 nan nan 0 0 0
12 28 55.889076 45.270031 2049.375681 57.008601 nan nan 0 0 0
13 29 53.132060 43.834263 1921.442646 54.503033 nan nan 0 0 0
14 30 49.939860 42.323755 1791.300256 51.643508 nan nan 0 0 0
15 31 48.149840 41.264693 1702.774858 49.912716 nan nan 0 0 0
16 32 44.138906 39.080773 1527.306848 46.346533 nan nan 0 0 0
17 33 42.114551 37.713457 1422.304837 44.523188 nan nan 0 0 0
18 34 39.027218 35.939675 1291.660261 41.616698 nan nan 0 0 0
19 35 36.530901 33.829141 1144.410805 39.432497 nan nan 0 0 0
20 36 33.335389 29.607196 876.586049 36.403271 nan nan 0 0 0
21 37 30.608124 27.187067 739.136637 33.918327 nan nan 0 0 0
22 38 30.062459 24.980273 624.014063 33.164748 nan nan 0 0 0
23 39 27.933311 23.440345 549.449769 31.107850 nan nan 0 0 0
24 40 26.937293 21.841697 477.059731 29.985292 nan nan 0 0 0
25 41 25.439308 20.333456 413.449436 28.368610 nan nan 0 0 0
26 42 25.640768 19.815286 392.645540 28.492735 nan nan 0 0 0
27 43 24.728958 19.000126 361.004777 27.515593 nan nan 0 0 0
28 44 24.434668 18.540573 343.752854 27.155357 nan nan 0 0 0
29 45 23.366225 17.733106 314.463058 26.030096 nan nan 0 0 0
30 46 22.846473 17.856793 318.865053 25.623921 nan nan 0 0 0
31 47 22.011417 16.401182 268.998784 24.558500 nan nan 0 0 0
32 48 20.978951 16.497615 272.171307 23.601946 nan nan 0 0 0
33 49 21.996550 15.981388 255.404747 24.392463 nan nan 0 0 0
34 50 21.542222 15.618774 243.946099 23.859376 nan nan 0 0 0
