#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 29 87.040293 51.796226 2682.849004 86.799427 nan nan 0 0 0
2 30 83.602274 51.790998 2682.307485 83.668468 nan nan 0 0 0
3 31 81.853778 51.957315 2699.562590 81.889280 nan nan 0 0 0
4 32 79.204984 51.546179 2657.008565 79.454349 nan nan 0 0 0
5 33 73.418118 49.471167 2447.396388 74.636430 nan nan 0 0 0
6 34 67.999210 47.781333 2283.055782 69.976983 nan nan 0 0 0
7 35 64.990088 47.042985 2213.042427 67.138203 nan nan 0 0 0
8 36 60.912516 45.974828 2113.684775 63.474248 nan nan 0 0 0
9 37 58.705465 45.315232 2053.470271 61.383636 nan nan 0 0 0
10 38 52.296302 43.074210 1855.387594 55.923698 nan nan 0 0 0
11 39 51.862234 42.319520 1790.941807 55.336210 nan nan 0 0 0
12 40 48.067171 39.860866 1588.888646 51.767362 nan nan 0 0 0
13 41 44.529289 36.859827 1358.646830 48.683056 nan nan 0 0 0
14 42 37.725251 30.752945 945.743613 42.353650 nan nan 0 0 0
15 43 34.746098 28.802285 829.571610 39.727817 nan nan 0 0 0
16 44 35.844687 26.828072 719.745425 40.350794 nan nan 0 0 0
17 45 33.142283 24.728501 611.498754 37.581651 nan nan 0 0 0
18 46 32.723970 23.006846 529.314948 36.857212 nan nan 0 0 0
19 47 29.381896 21.370560 456.700844 33.506910 nan nan 0 0 0
20 48 30.682106 22.394208 501.500531 34.925497 nan nan 0 0 0
21 49 27.674449 19.508999 380.601044 31.585148 nan nan 0 0 0
22 50 26.440723 18.950883 359.135984 30.333632 nan nan 0 0 0
