#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 19 84.864556 51.689816 2671.837035 84.600775 nan nan 0 0 0
2 20 82.332967 52.091621 2713.536979 82.065304 nan nan 0 0 0
3 21 80.100567 52.032766 2707.408697 79.774629 nan nan 0 0 0
4 22 77.868159 51.833804 2686.743249 77.514962 nan nan 0 0 0
5 23 76.474498 51.920520 2695.740402 75.920809 nan nan 0 0 0
6 24 74.702182 51.692826 2672.148257 74.105081 nan nan 0 0 0
7 25 72.113374 50.977213 2598.676207 71.712939 nan nan 0 0 0
8 26 70.048784 50.571486 2557.475220 69.691358 nan nan 0 0 0
9 27 68.089696 50.154561 2515.480001 67.788424 nan nan 0 0 0
10 28 63.796415 48.129773 2316.475022 64.223953 nan nan 0 0 0
11 29 59.726059 45.825387 2099.966132 60.771781 nan nan 0 0 0
12 30 56.448033 44.391602 1970.614347 57.810618 nan nan 0 0 0
13 31 53.799595 43.099917 1857.602852 55.379128 nan nan 0 0 0
14 32 49.760599 41.737241 1741.997321 51.785047 nan nan 0 0 0
15 33 47.913860 40.311307 1625.001470 50.080294 nan nan 0 0 0
16 34 44.011396 38.061980 1448.714339 46.562826 nan nan 0 0 0
17 35 42.430012 37.303398 1391.543504 45.034955 nan nan 0 0 0
18 36 37.928265 33.648637 1132.230770 40.945528 nan nan 0 0 0
19 37 34.736160 30.695212 942.196016 38.204297 nan nan 0 0 0
20 38 33.469675 27.470288 754.616717 36.769767 nan nan 0 0 0
21 39 30.958688 25.611023 655.924509 34.399285 nan nan 0 0 0
22 40 29.440673 23.555378 554.855845 32.767853 nan nan 0 0 0
23 41 27.389240 21.822730 476.231554 30.657256 nan nan 0 0 0
24 42 27.771651 20.837452 434.199423 30.858477 nan nan 0 0 0
25 43 26.509287 19.930974 397.243731 29.545762 nan nan 0 0 0
26 44 26.281421 19.682497 387.400692 29.297438 nan nan 0 0 0
27 45 24.950421 18.627166 346.971300 27.864073 nan nan 0 0 0
28 46 24.735461 18.615755 346.546353 27.721145 nan nan 0 0 0
29 47 23.565000 17.106213 292.622532 26.325625 nan nan 0 0 0
30 48 22.519145 17.456106 304.715620 25.429823 nan nan 0 0 0
31 49 23.046558 16.490898 271.949717 25.680369 nan nan 0 0 0
32 50 22.279501 16.127568 260.098460 24.887449 nan nan 0 0 0
