#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 38 86.984563 51.783673 2681.548766 86.913042 nan nan 0 0 0
2 39 83.923303 51.863949 2689.869156 84.188910 nan nan 0 0 0
3 40 78.040111 50.877605 2588.530643 79.225166 nan nan 0 0 0
4 41 71.891066 48.291115 2332.031787 74.077674 nan nan 0 0 0
5 42 64.247158 45.078136 2032.038386 67.544040 nan nan 0 0 0
6 43 57.032853 42.404331 1798.127318 61.160991 nan nan 0 0 0
7 44 49.110874 38.014026 1445.066145 54.028815 nan nan 0 0 0
8 45 48.650351 37.499209 1406.190707 53.604842 nan nan 0 0 0
9 46 44.505719 34.337606 1179.071194 49.764504 nan nan 0 0 0
10 47 36.501279 27.915633 779.282563 41.936330 nan nan 0 0 0
11 48 34.546360 24.917086 620.861188 39.706605 nan nan 0 0 0
12 49 28.804357 20.385364 415.563047 33.467561 nan nan 0 0 0
13 50 27.553877 19.359064 374.773366 32.063244 nan nan 0 0 0
