#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 36 86.851977 51.778545 2681.017708 86.772213 nan nan 0 0 0
2 37 84.391838 51.981833 2702.110953 84.519864 nan nan 0 0 0
3 38 81.499176 51.675873 2670.395844 81.922987 nan nan 0 0 0
4 39 77.005128 50.508084 2551.066531 78.089376 nan nan 0 0 0
5 40 68.937934 47.993647 2303.390172 71.388791 nan nan 0 0 0
6 41 63.622515 45.109229 2034.842570 66.810393 nan nan 0 0 0
7 42 57.490326 41.882050 1754.106148 61.399145 nan nan 0 0 0
8 43 51.628105 38.395071 1474.181452 56.042875 nan nan 0 0 0
9 44 45.243396 34.546213 1193.440847 50.074361 nan nan 0 0 0
10 45 42.635796 33.480345 1120.933499 47.850174 nan nan 0 0 0
11 46 39.191902 29.869008 892.157638 44.499113 nan nan 0 0 0
12 47 33.976483 24.950981 622.551468 39.054578 nan nan 0 0 0
13 48 33.078993 23.218500 539.098731 37.889741 nan nan 0 0 0
14 49 28.580155 19.508299 380.573733 32.918979 nan nan 0 0 0
15 50 27.438188 18.684941 349.127022 31.653243 nan nan 0 0 0
